"phase","implemented","rule name","rule content","spec location","compiler location"
"Phase 3 - Resolve and Typecheck","complete","Call-Callee-NotFunc","**(Call-Callee-NotFunc)**
?; R; L ? callee : T    T ? TypeFunc(_, _)    ?(RecordCallee(callee) ? args = [])    c = Code(Call-Callee-NotFunc)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? c","CursiveSpecification.md:15603-15606","cursive/src/04_analysis/memory/calls.cpp:817; cursive/src/04_analysis/memory/calls.cpp:902"
"Phase 3 - Resolve and Typecheck","complete","Call-ArgCount-Err","**(Call-ArgCount-Err)**
?; R; L ? callee : TypeFunc(params, _)    |params| ? |args|    c = Code(Call-ArgCount-Err)
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? c","CursiveSpecification.md:15608-15611","cursive/src/04_analysis/memory/calls.cpp:931"
"Phase 3 - Resolve and Typecheck","complete","Call-ArgType-Err","**(Call-ArgType-Err)**
?; R; L ? callee : TypeFunc(params, _)    ? i. ?(?; R; L ? ArgType(params[i], args[i]) <: ParamType(params[i]))    c = Code(Call-ArgType-Err)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? c","CursiveSpecification.md:15613-15616","cursive/src/04_analysis/memory/calls.cpp:1015; cursive/src/04_analysis/memory/calls.cpp:1021"
"Phase 3 - Resolve and Typecheck","complete","Call-Move-Missing","**(Call-Move-Missing)**
?; R; L ? callee : TypeFunc(params, _)    ? i. ParamMode(params[i]) = `move` ? ArgMoved(args[i]) = false ? HasSourceProvenance(ArgExpr(args[i]))    c = Code(Call-Move-Missing)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? c","CursiveSpecification.md:15618-15621","cursive/src/04_analysis/memory/calls.cpp:690; cursive/src/04_analysis/memory/calls.cpp:940"
"Phase 3 - Resolve and Typecheck","complete","Call-Move-Unexpected","**(Call-Move-Unexpected)**
?; R; L ? callee : TypeFunc(params, _)    ? i. ParamMode(params[i]) = ? ? ArgMoved(args[i]) = true    c = Code(Call-Move-Unexpected)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? c","CursiveSpecification.md:15623-15626","cursive/src/04_analysis/memory/calls.cpp:947; cursive/src/04_analysis/memory/calls.cpp:949"
"Phase 3 - Resolve and Typecheck","complete","Call-Arg-Packed-Unsafe-Err","**(Call-Arg-Packed-Unsafe-Err)**
?; R; L ? callee : TypeFunc(params, _)    ? i. ParamMode(params[i]) = ? ? PackedField(ArgExpr(args[i])) ? ? UnsafeSpan(span(ArgExpr(args[i])))    c = Code(Packed-Field-Unsafe-Err)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? c","CursiveSpecification.md:15628-15631","cursive/src/04_analysis/memory/calls.cpp:751; cursive/src/04_analysis/memory/calls.cpp:768; cursive/src/04_analysis/memory/calls.cpp:1066"
"Phase 3 - Resolve and Typecheck","complete","Call-Arg-NotPlace","**(Call-Arg-NotPlace)**
?; R; L ? callee : TypeFunc(params, _)    ? i. ParamMode(params[i]) = ? ? HasSourceProvenance(ArgExpr(args[i])) ? ? IsPlace(ArgExpr(args[i]))    c = Code(Call-Arg-NotPlace)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? c","CursiveSpecification.md:15633-15636","cursive/src/04_analysis/memory/calls.cpp:960; cursive/src/04_analysis/memory/calls.cpp:962; cursive/src/04_analysis/memory/calls.cpp:1030"
"Phase 3 - Resolve and Typecheck","complete","Chk-Call-Generic-Infer","**(Chk-Call-Generic-Infer)**
?; R; L ? GenericCallInference(callee, args, T_exp) ? [A_1, ?, A_n]    ?; R; L ? CallTypeArgs(callee, [A_1, ?, A_n], args) : R_c    ? ? R_c <: T_exp
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Call(callee, args) ? T_exp ? ?","CursiveSpecification.md:15638-15641","cursive/src/04_analysis/typing/type_infer.cpp:1506; cursive/src/04_analysis/typing/expr/call.cpp:1668; cursive/src/04_analysis/typing/type_infer.cpp:1600"
"Phase 3 - Resolve and Typecheck","incorrect","Cursive Language Specification > 16. Expressions > 16.3 Call Expressions > 16.3.4 Static Semantics paragraph @15643","Explicit and inferred type-argument calls use `CallTypeArgs`. Their bound checking, defaulted argument completion, omitted-argument inference, and elaboration to monomorphic `Call` are defined in ?14.2.4.","CursiveSpecification.md:15643","cursive/src/04_analysis/typing/expr/call.cpp:654; cursive/src/04_analysis/typing/expr/call.cpp:1876; cursive/src/04_analysis/typing/expr/call.cpp:1883; cursive/src/04_analysis/typing/expr/call_type_args.cpp:134; cursive/src/04_analysis/typing/expr/call_type_args.cpp:151; cursive/src/04_analysis/typing/expr/call_type_args.cpp:172"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.3 Call Expressions > 16.3.4 Static Semantics paragraph @15645","Method-call typing is defined in ?15.2.4 for concrete receivers and in ?14.6.4 for dynamic `$Class` receivers. Record-default construction via `Call(callee, [])` is defined in ?16.6.4. Calls whose callee has closure type are defined in ?16.9.4.","CursiveSpecification.md:15645","cursive/src/04_analysis/typing/type_expr.cpp:900; cursive/src/04_analysis/typing/type_expr.cpp:903; cursive/src/04_analysis/typing/expr/method_call.cpp:1460; cursive/src/04_analysis/typing/expr/call.cpp:1773; cursive/src/04_analysis/composite/records.cpp:218; cursive/src/04_analysis/memory/calls.cpp:900"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.3 Call Expressions > 16.3.4 Static Semantics paragraph @15647","Calls to `extern` procedures outside `unsafe` are rejected by the FFI boundary rule in ?23.2.4.","CursiveSpecification.md:15647","cursive/src/04_analysis/typing/expr/call.cpp:1787; cursive/src/04_analysis/memory/calls.cpp:880"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.3 Call Expressions > 16.3.7 Diagnostics paragraph @15726","Diagnostics are defined for non-callable callees, wrong argument count, wrong argument type, missing `move` at consuming call sites, unexpected `move` on by-reference parameters, non-place reference arguments, packed-field by-reference arguments outside `unsafe`, calls to `extern` procedures outside `unsafe`, unresolved qualified parenthesized applications, and the closure-specific conditions owned by ?16.9.7.","CursiveSpecification.md:15726","cursive/src/04_analysis/typing/expr/call.cpp:1787; cursive/src/04_analysis/memory/calls.cpp:882; cursive/src/04_analysis/memory/calls.cpp:907; cursive/src/04_analysis/memory/calls.cpp:932; cursive/src/04_analysis/memory/calls.cpp:941; cursive/src/04_analysis/memory/calls.cpp:949; cursive/src/04_analysis/memory/calls.cpp:962; cursive/src/04_analysis/memory/calls.cpp:1021; cursive/src/04_analysis/memory/calls.cpp:1066; cursive/src/04_analysis/resolve/resolve_qual.cpp:373; cursive/src/04_analysis/resolve/resolve_qual.cpp:377; cursive/src/04_analysis/resolve/resolve_qual.cpp:467; cursive/src/04_analysis/typing/expr/closure_expr.cpp:76; cursive/src/04_analysis/memory/borrow_bind.cpp:2782; cursive/src/04_analysis/memory/borrow_bind.cpp:2817"
"Phase 3 - Resolve and Typecheck","incorrect","EqType(T)","EqType(T) ? (StripPerm(T) = TypePrim(t) ? t ? NumericTypes ? {`bool`, `char`}) ? StripPerm(T) = TypePtr(U, s) ? StripPerm(T) = TypeRawPtr(q, U) ? StripPerm(T) = TypeString(st) ? StripPerm(T) = TypeBytes(st)","CursiveSpecification.md:15779","cursive/src/04_analysis/typing/type_predicates.cpp:1336; cursive/src/04_analysis/typing/type_predicates.cpp:1356; cursive/src/04_analysis/typing/type_predicates.cpp:1358"
"Phase 3 - Resolve and Typecheck","incorrect","OrdType(T)","OrdType(T) ? StripPerm(T) = TypePrim(t) ? t ? IntTypes ? FloatTypes ? {`char`}","CursiveSpecification.md:15780","cursive/src/04_analysis/typing/type_predicates.cpp:1379; cursive/src/04_analysis/typing/type_predicates.cpp:1398"
"Phase 3 - Resolve and Typecheck","incorrect","IsRangeType(T)","IsRangeType(T) ? T = TypeRange(_) ? T = TypeRangeInclusive(_) ? T = TypeRangeFrom(_) ? T = TypeRangeTo(_) ? T = TypeRangeToInclusive(_) ? T = TypeRangeFull","CursiveSpecification.md:15781","cursive/src/04_analysis/typing/type_refs.cpp:1243; cursive/src/04_analysis/typing/type_refs.cpp:1247; cursive/src/04_analysis/typing/type_refs.cpp:1256"
"Phase 3 - Resolve and Typecheck","complete","T-Range-Lift","**(T-Range-Lift)**
?; R; L ? r : Range    ExprType(r) = T
????????????????????????????????????????????????
?; R; L ? r : T","CursiveSpecification.md:15783-15786","cursive/src/04_analysis/typing/expr/range.cpp:41; cursive/src/04_analysis/typing/expr/range.cpp:111"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.4 Operator Expressions > 16.4.4 Static Semantics paragraph @15788","**(Range-Full)**, **(Range-To)**, **(Range-ToInclusive)**, **(Range-From)**, **(Range-Exclusive)**, and **(Range-Inclusive)** assign the corresponding range carrier type based on the presence and type of lower and upper bounds.","CursiveSpecification.md:15788","cursive/src/04_analysis/typing/expr/range.cpp:81; cursive/src/04_analysis/typing/expr/range.cpp:87; cursive/src/04_analysis/typing/expr/range.cpp:91; cursive/src/04_analysis/typing/expr/range.cpp:95; cursive/src/04_analysis/typing/expr/range.cpp:99; cursive/src/04_analysis/typing/expr/range.cpp:103"
"Phase 3 - Resolve and Typecheck","incorrect","T-Not-Bool","**(T-Not-Bool)**
?; R; L ? e : TypePrim(`bool`)
????????????????????????????????????????????????????????????????
?; R; L ? Unary(""!"", e) : TypePrim(`bool`)","CursiveSpecification.md:15790-15793","cursive/src/04_analysis/typing/expr/unary.cpp:122; cursive/src/04_analysis/typing/expr/unary.cpp:123; cursive/src/04_analysis/typing/expr/unary.cpp:134"
"Phase 3 - Resolve and Typecheck","incorrect","T-Not-Int","**(T-Not-Int)**
?; R; L ? e : TypePrim(t)    t ? IntTypes
????????????????????????????????????????????????????????????????
?; R; L ? Unary(""!"", e) : TypePrim(t)","CursiveSpecification.md:15795-15798","cursive/src/04_analysis/typing/expr/unary.cpp:122; cursive/src/04_analysis/typing/expr/unary.cpp:123; cursive/src/04_analysis/typing/expr/unary.cpp:140"
"Phase 3 - Resolve and Typecheck","incorrect","T-Neg","**(T-Neg)**
?; R; L ? e : TypePrim(t)    t ? SignedIntTypes ? FloatTypes
????????????????????????????????????????????????????????????????
?; R; L ? Unary(""-"", e) : TypePrim(t)","CursiveSpecification.md:15800-15803","cursive/src/04_analysis/typing/expr/unary.cpp:122; cursive/src/04_analysis/typing/expr/unary.cpp:123; cursive/src/04_analysis/typing/expr/unary.cpp:151"
"Phase 3 - Resolve and Typecheck","incorrect","T-Arith","**(T-Arith)**
?; R; L ? e_1 : T    ?; R; L ? e_2 : T    StripPerm(T) = TypePrim(t)    t ? NumericTypes    op ? ArithOps
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Binary(op, e_1, e_2) : TypePrim(t)","CursiveSpecification.md:15805-15808","cursive/src/04_analysis/typing/expr/binary.cpp:132; cursive/src/04_analysis/typing/expr/binary.cpp:315; cursive/src/04_analysis/typing/expr/binary.cpp:355"
"Phase 3 - Resolve and Typecheck","incorrect","T-Bitwise","**(T-Bitwise)**
?; R; L ? e_1 : T    ?; R; L ? e_2 : T    StripPerm(T) = TypePrim(t)    t ? IntTypes    op ? BitOps
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Binary(op, e_1, e_2) : TypePrim(t)","CursiveSpecification.md:15810-15813","cursive/src/04_analysis/typing/expr/binary.cpp:132; cursive/src/04_analysis/typing/expr/binary.cpp:315; cursive/src/04_analysis/typing/expr/binary.cpp:377"
"Phase 3 - Resolve and Typecheck","incorrect","T-Shift","**(T-Shift)**
?; R; L ? e_1 : T_1    ?; R; L ? e_2 : TypePrim(`u32`)    StripPerm(T_1) = TypePrim(t)    t ? IntTypes    op ? ShiftOps
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Binary(op, e_1, e_2) : TypePrim(t)","CursiveSpecification.md:15815-15818","cursive/src/04_analysis/typing/expr/binary.cpp:132; cursive/src/04_analysis/typing/expr/binary.cpp:391; cursive/src/04_analysis/typing/expr/binary.cpp:399"
"Phase 3 - Resolve and Typecheck","incorrect","T-Compare-Eq","**(T-Compare-Eq)**
?; R; L ? e_1 : T    ?; R; L ? e_2 : T    EqType(T)    op ? {""=="", ""!=""}
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Binary(op, e_1, e_2) : TypePrim(`bool`)","CursiveSpecification.md:15820-15823","cursive/src/04_analysis/typing/expr/binary.cpp:286; cursive/src/04_analysis/typing/expr/binary.cpp:407; cursive/src/04_analysis/typing/expr/binary.cpp:422; cursive/src/04_analysis/typing/type_predicates.cpp:1336"
"Phase 3 - Resolve and Typecheck","incorrect","T-Compare-Ord","**(T-Compare-Ord)**
?; R; L ? e_1 : T    ?; R; L ? e_2 : T    OrdType(T)    op ? {""<"", ""<="", "">"", "">=""}
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Binary(op, e_1, e_2) : TypePrim(`bool`)","CursiveSpecification.md:15825-15828","cursive/src/04_analysis/typing/expr/binary.cpp:430; cursive/src/04_analysis/typing/expr/binary.cpp:445; cursive/src/04_analysis/typing/type_predicates.cpp:1379"
"Phase 3 - Resolve and Typecheck","incorrect","T-Logical","**(T-Logical)**
?; R; L ? e_1 : TypePrim(`bool`)    ?; R; L ? e_2 : TypePrim(`bool`)    op ? LogicOps
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? Binary(op, e_1, e_2) : TypePrim(`bool`)","CursiveSpecification.md:15830-15833","cursive/src/04_analysis/typing/expr/binary.cpp:132; cursive/src/04_analysis/typing/expr/binary.cpp:453; cursive/src/04_analysis/typing/expr/binary.cpp:466"
"Phase 3 - Resolve and Typecheck","incorrect","Cursive Language Specification > 16. Expressions > 16.4 Operator Expressions > 16.4.7 Diagnostics paragraph @15964","Diagnostics are defined for operator-operand type mismatches, ill-typed range bounds, and dynamic operator failures that lower to panic when primitive unary or binary evaluation is undefined.","CursiveSpecification.md:15964","cursive/src/04_analysis/typing/expr/unary.cpp:145; cursive/src/04_analysis/typing/expr/unary.cpp:156; cursive/src/04_analysis/typing/expr/binary.cpp:342; cursive/src/04_analysis/typing/expr/binary.cpp:350; cursive/src/04_analysis/typing/expr/binary.cpp:353; cursive/src/04_analysis/typing/expr/binary.cpp:464; cursive/src/04_analysis/typing/expr/range.cpp:75; cursive/src/05_codegen/lower/expr/unary.cpp:143; cursive/src/05_codegen/lower/expr/unary.cpp:151; cursive/src/05_codegen/lower/expr/binary.cpp:207; cursive/src/05_codegen/lower/expr/binary.cpp:219"
"Phase 3 - Resolve and Typecheck","complete","S'","S' = StripPerm(S)","CursiveSpecification.md:16006","cursive/src/04_analysis/typing/type_predicates.cpp:1449"
"Phase 3 - Resolve and Typecheck","complete","T'","T' = StripPerm(T)","CursiveSpecification.md:16007","cursive/src/04_analysis/typing/type_predicates.cpp:1449"
"Phase 3 - Resolve and Typecheck","complete","CastValid(S, T)","CastValid(S, T) ? (S' = TypePrim(s) ? T' = TypePrim(t) ? s, t ? NumericTypes) ? (S' = TypePrim(`bool`) ? T' = TypePrim(t) ? t ? IntTypes) ? (S' = TypePrim(t) ? t ? IntTypes ? T' = TypePrim(`bool`)) ? (S' = TypePrim(`char`) ? T' = TypePrim(`u32`)) ? (S' = TypePrim(`u32`) ? T' = TypePrim(`char`))","CursiveSpecification.md:16089","cursive/src/04_analysis/typing/type_predicates.cpp:1982-2013"
"Phase 3 - Resolve and Typecheck","complete","T-Cast","**(T-Cast)**
?; R; L ? e : S    CastValid(S, T)
????????????????????????????????????????????????????????????????
?; R; L ? Cast(e, T) : T","CursiveSpecification.md:16010-16013","cursive/src/04_analysis/typing/expr/cast.cpp:67-76; cursive/src/04_analysis/typing/type_predicates.cpp:1982-2013"
"Phase 3 - Resolve and Typecheck","complete","T-Cast-Invalid","**(T-Cast-Invalid)**
?; R; L ? e : S    ? CastValid(S, T)    c = Code(E-SEM-2528)
????????????????????????????????????????????????????????????????????????????????
?; R; L ? Cast(e, T) ? c","CursiveSpecification.md:16096-16099","cursive/src/04_analysis/typing/expr/cast.cpp:67-70; cursive/src/04_analysis/typing/item/typecheck_diag_map.inc:717; cursive/src/00_core/generated/static_rule_registry.inc:2609"
"Phase 3 - Resolve and Typecheck","complete","T-Transmute-SizeEq","**(T-Transmute-SizeEq)**
? ? sizeof(t_1) = sizeof(t_2)
????????????????????????????????????????????????????????????????
? ? TransmuteSizeOk(t_1, t_2)","CursiveSpecification.md:16015-16018","cursive/src/04_analysis/typing/expr/transmute_expr.cpp:163; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:170"
"Phase 3 - Resolve and Typecheck","complete","T-Transmute-AlignEq","**(T-Transmute-AlignEq)**
? ? alignof(t_1) = alignof(t_2)
????????????????????????????????????????????????????????????????
? ? TransmuteAlignOk(t_1, t_2)","CursiveSpecification.md:16020-16023","cursive/src/04_analysis/typing/expr/transmute_expr.cpp:176; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:183"
"Phase 3 - Resolve and Typecheck","complete","T-Transmute","**(T-Transmute)**
UnsafeSpan(span(TransmuteExpr(t_1, t_2, e)))    ? ? t_1 wf    ? ? t_2 wf    ? ? TransmuteSizeOk(t_1, t_2)    ? ? TransmuteAlignOk(t_1, t_2)    ?; R; L ? e : t_1
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? TransmuteExpr(t_1, t_2, e) : t_2","CursiveSpecification.md:16025-16028","cursive/src/04_analysis/typing/expr/transmute_expr.cpp:123; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:136; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:143; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:149; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:157; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:163; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:176; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:189; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:208"
"Phase 3 - Resolve and Typecheck","complete","Transmute-Unsafe-Err","**(Transmute-Unsafe-Err)**
? UnsafeSpan(span(TransmuteExpr(t_1, t_2, e)))    c = Code(Transmute-Unsafe-Err)
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? TransmuteExpr(t_1, t_2, e) ? c","CursiveSpecification.md:16030-16033","cursive/src/04_analysis/typing/expr/transmute_expr.cpp:123; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:125"
"Phase 3 - Resolve and Typecheck","incorrect","ValidTransmuteTarget(T)","ValidTransmuteTarget(T) ?
  T ? {`i8`, `i16`, `i32`, `i64`, `i128`, `u8`, `u16`, `u32`, `u64`, `u128`, `isize`, `usize`, `f16`, `f32`, `f64`} ?
  T = TypeRawPtr(_, _) ?
  (T = TypeArray(E, _) ? ValidTransmuteTarget(E)) ?
  (T = TypePath(p) ? RecordDecl(p) = R ? HasAttribute(R, `layout(C)`) ? ? f ? Fields(R). ValidTransmuteTarget(FieldType(R, f)))","CursiveSpecification.md:16035-16039","cursive/src/04_analysis/typing/expr/transmute_expr.cpp:64; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:77; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:79; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:85"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.5 Cast and Transmute Expressions > 16.5.4 Static Semantics paragraph @16041","Widen typing, warnings, and diagnostics are defined in ?13.5.4 and ?13.5.7.","CursiveSpecification.md:16041","cursive/src/04_analysis/typing/expr/unary.cpp:75; cursive/src/04_analysis/typing/expr/unary.cpp:94; cursive/src/04_analysis/typing/expr/unary.cpp:101; cursive/src/04_analysis/modal/modal_widen.cpp:550; cursive/src/04_analysis/modal/modal_widen.cpp:591; cursive/src/00_core/diagnostic_messages_table.inc:321; cursive/src/00_core/diagnostic_messages_table.inc:322; cursive/src/00_core/diagnostic_messages_table.inc:425"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.5 Cast and Transmute Expressions > 16.5.7 Diagnostics paragraph @16167","Diagnostics are defined for invalid casts, `transmute` outside `unsafe`, `transmute` source/target size mismatch, `transmute` source/target alignment mismatch, and targets with known invalid bit patterns. `widen`-specific diagnostics remain owned by ?13.5.7.","CursiveSpecification.md:16253","cursive/src/04_analysis/typing/expr/cast.cpp:67-70; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:124-126; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:170-184; cursive/src/04_analysis/typing/expr/transmute_expr.cpp:198; cursive/src/04_analysis/typing/item/typecheck_diag_map.inc:603; cursive/src/04_analysis/typing/item/typecheck_diag_map.inc:717; cursive/src/04_analysis/typing/item/typecheck_diag_map.inc:729; cursive/src/04_analysis/typing/item/typecheck_diag_map.inc:734; cursive/src/00_core/diagnostic_messages_table.inc:188; cursive/src/00_core/generated/diag_registry.inc:258; cursive/src/00_core/generated/diag_registry.inc:1219; cursive/src/00_core/generated/static_rule_registry.inc:2609; cursive/src/04_analysis/typing/expr/unary.cpp:110; cursive/src/04_analysis/typing/expr/unary.cpp:116"
"Phase 3 - Resolve and Typecheck","complete","T-Unit-Literal","**(T-Unit-Literal)**
????????????????????????????????????????????????????????????????
? ? TupleExpr([]) : TypePrim(`()`)","CursiveSpecification.md:16231-16233","cursive/src/04_analysis/typing/expr/tuple_literal.cpp:49; cursive/src/04_analysis/typing/expr/tuple_literal.cpp:53"
"Phase 3 - Resolve and Typecheck","complete","T-Tuple-Literal","**(T-Tuple-Literal)**
n ? 1    ? i, ? ? e_i : T_i
????????????????????????????????????????????????????????????????????????????????????????????????
? ? TupleExpr([e_1, ?, e_n]) : TypeTuple([T_1, ?, T_n])","CursiveSpecification.md:16235-16238","cursive/src/04_analysis/typing/expr/tuple_literal.cpp:61; cursive/src/04_analysis/typing/expr/tuple_literal.cpp:70; cursive/src/04_analysis/typing/expr/tuple_literal.cpp:73"
"Phase 3 - Resolve and Typecheck","complete","T-Array-Literal-List","**(T-Array-Literal-List)**
? i, ? ? e_i : T
????????????????????????????????????????????????????????????????????????????????????????????????
? ? ArrayExpr([e_1, ?, e_n]) : TypeArray(T, Literal(IntLiteral(n)))","CursiveSpecification.md:16240-16243","cursive/src/04_analysis/typing/expr/array_literal.cpp:41; cursive/src/04_analysis/typing/expr/array_literal.cpp:54; cursive/src/04_analysis/typing/expr/array_literal.cpp:64; cursive/src/04_analysis/typing/expr/array_literal.cpp:67"
"Phase 3 - Resolve and Typecheck","complete","FieldNames(R)","FieldNames(R) = [ f.name | f ? Fields(R) ]","CursiveSpecification.md:16245","cursive/src/04_analysis/composite/records.cpp:78; cursive/src/04_analysis/composite/records.cpp:82; cursive/src/04_analysis/typing/expr/record_literal.cpp:239"
"Phase 3 - Resolve and Typecheck","complete","FieldNameSet(R)","FieldNameSet(R) = { x | x ? FieldNames(R) }","CursiveSpecification.md:16246","cursive/src/04_analysis/typing/expr/record_literal.cpp:234; cursive/src/04_analysis/typing/expr/record_literal.cpp:236; cursive/src/04_analysis/typing/expr/record_literal.cpp:240"
"Phase 3 - Resolve and Typecheck","complete","T-Record-Literal","**(T-Record-Literal)**
RecordDecl(p) = R    Distinct(FieldInitNames(fields))    FieldInitSet(fields) = FieldNameSet(R)    ? ?f, e? ? fields, FieldType(R, f) = T_f ? FieldVisible(m, R, f) ? ?; R; L ? e ? T_f ? ?
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? RecordExpr(TypePath(p), fields) : TypePath(p)","CursiveSpecification.md:16248-16251","cursive/src/04_analysis/typing/expr/record_literal.cpp:197; cursive/src/04_analysis/typing/expr/record_literal.cpp:220; cursive/src/04_analysis/typing/expr/record_literal.cpp:234; cursive/src/04_analysis/typing/expr/record_literal.cpp:267; cursive/src/04_analysis/typing/expr/record_literal.cpp:286; cursive/src/04_analysis/typing/expr/record_literal.cpp:294; cursive/src/04_analysis/typing/expr/record_literal.cpp:297"
"Phase 3 - Resolve and Typecheck","complete","Record-FieldInit-Dup","**(Record-FieldInit-Dup)**
RecordDecl(p) = R    ? Distinct(FieldInitNames(fields))    c = Code(Record-FieldInit-Dup)
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? RecordExpr(TypePath(p), fields) ? c","CursiveSpecification.md:16253-16256","cursive/src/04_analysis/typing/expr/record_literal.cpp:208; cursive/src/04_analysis/typing/expr/record_literal.cpp:213"
"Phase 3 - Resolve and Typecheck","complete","Record-FieldInit-Missing","**(Record-FieldInit-Missing)**
RecordDecl(p) = R    FieldInitSet(fields) ? FieldNameSet(R)    c = Code(Record-FieldInit-Missing)
????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? RecordExpr(TypePath(p), fields) ? c","CursiveSpecification.md:16258-16261","cursive/src/04_analysis/typing/expr/record_literal.cpp:234; cursive/src/04_analysis/typing/expr/record_literal.cpp:241"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.6 Construction Expressions > 16.6.4 Static Semantics paragraph @16263","**(Record-Field-Unknown)** and **(Record-Field-NotVisible)** reject unknown or inaccessible record fields.","CursiveSpecification.md:16263","cursive/src/04_analysis/typing/expr/record_literal.cpp:221; cursive/src/04_analysis/typing/expr/record_literal.cpp:226; cursive/src/04_analysis/typing/type_lookup.cpp:100; cursive/src/04_analysis/typing/type_lookup.cpp:112"
"Phase 3 - Resolve and Typecheck","complete","Record-Field-NonBitcopy-Move","**(Record-Field-NonBitcopy-Move)**
RecordDecl(p) = R    ? ?f, e? ? fields. FieldType(R, f) = T_f ? ? BitcopyType(T_f) ? IsPlace(e) ? e ? MoveExpr(_)    c = Code(Record-Field-NonBitcopy-Move)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?; R; L ? RecordExpr(TypePath(p), fields) ? c","CursiveSpecification.md:16265-16268","cursive/src/04_analysis/typing/expr/record_literal.cpp:267; cursive/src/04_analysis/typing/expr/record_literal.cpp:278; cursive/src/04_analysis/typing/expr/record_literal.cpp:281"
"Phase 3 - Resolve and Typecheck","complete","Cursive Language Specification > 16. Expressions > 16.6 Construction Expressions > 16.6.4 Static Semantics paragraph @16270","**(T-Enum-Lit-Unit)**, **(T-Enum-Lit-Tuple)**, and **(T-Enum-Lit-Record)** type unit, tuple-payload, and record-payload enum constructors after name resolution has identified the target variant and payload shape.","CursiveSpecification.md:16270","cursive/src/04_analysis/resolve/resolve_qual.cpp:456; cursive/src/04_analysis/resolve/resolve_qual.cpp:463; cursive/src/04_analysis/resolve/resolve_qual.cpp:475; cursive/src/04_analysis/resolve/resolve_qual.cpp:480; cursive/src/04_analysis/resolve/resolve_qual.cpp:483; cursive/src/04_analysis/resolve/resolve_qual.cpp:490; cursive/src/04_analysis/typing/expr/enum_literal.cpp:91; cursive/src/04_analysis/typing/expr/enum_literal.cpp:105; cursive/src/04_analysis/typing/expr/enum_literal.cpp:134; cursive/src/04_analysis/typing/expr/enum_literal.cpp:136; cursive/src/04_analysis/typing/expr/enum_literal.cpp:182"
