"implemented","rule name","rule content","spec location","compiler location"
"","ApplyCancelProc-New","**(ApplyCancelProc-New)**
name = `new`    vec_v = []    CancelNew() ⇓ v
──────────────────────────────────────────────────────────────
Γ ⊢ ApplyCancelProc(name, vec_v, σ) ⇓ (Val(v), σ)","CursiveSpecification.md:13921-13924",""
"","ApplyProcSigma","**(ApplyProcSigma)**
BindParams(proc.params, vec_v) = binds    BlockEnter(σ, binds) ⇓ (σ_1, scope)    Γ ⊢ EvalBlockBodySigma(proc.body, σ_1) ⇓ (out, σ_2)    BlockExit(σ_2, scope, out) ⇓ (out', σ_3)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ApplyProcSigma(proc, vec_v, σ) ⇓ (ReturnOut(out'), σ_3)","CursiveSpecification.md:13926-13929",""
"","EvalSigma-Call-Proc","**(EvalSigma-Call-Proc)**
Γ ⊢ EvalSigma(callee, σ) ⇓ (Val(v_c), σ_1)    proc = CallTarget(v_c)    Γ ⊢ EvalArgsSigma(proc.params, args, σ_1) ⇓ (Val(vec_v), σ_2)    Γ ⊢ ApplyProcSigma(proc, vec_v, σ_2) ⇓ (out, σ_3)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EvalSigma(Call(callee, args), σ) ⇓ (out, σ_3)","CursiveSpecification.md:13931-13934",""
"","CG-Item-Procedure","**(CG-Item-Procedure)**
item = ProcedureDecl(attrs_opt, vis, name, gen_params_opt, predicate_clause_opt, params, ret_opt, contract_opt, body, span, doc)    R = ProcReturn(ret_opt)    Γ ⊢ LowerBlock(body) ⇓ ⟨IR, v⟩    Γ ⊢ Mangle(item) ⇓ sym    params' = CodegenParams(params)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CodegenItem(item) ⇓ [ProcIR(sym, params', R, IR)]","CursiveSpecification.md:13938-13941",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.1 Procedure Declarations > 15.1.6 Lowering paragraph @13943","Program-entry handling for `main` is owned by §24.4.","CursiveSpecification.md:13943",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.1 Procedure Declarations > 15.1.7 Diagnostics paragraph @13947","Diagnostics are defined for missing explicit return annotations, duplicate parameter names, non-unit procedures without an explicit trailing `return`, and bodies whose result type does not match the declared return type.","CursiveSpecification.md:13947",""
"","method_def","method_def              ::= visibility? ""override""? ""procedure"" identifier generic_params? ""("" receiver ("","" param_list)? "")"" (""->"" type)? contract_clause? block_expr","CursiveSpecification.md:13954",""
"","receiver","receiver                ::= ""~"" | ""~!"" | ""~%"" | (""move""? ""self"" "":"" type)","CursiveSpecification.md:13955",""
"","state_method_signature","state_method_signature  ::= ""("" receiver ("","" param_list)? "")"" (""->"" type)?","CursiveSpecification.md:13956",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.2 Methods and Receivers > 15.2.1 Syntax paragraph @13959","Class methods and state-specific methods reuse the same receiver and parameter forms. Class-owned additions are in §14.3; modal-state additions are in §13.3.","CursiveSpecification.md:13959",""
"","Parse-MethodDefAfterVis","**(Parse-MethodDefAfterVis)**
Γ ⊢ ParseOverrideOpt(P) ⇓ (P_0, ov)    IsKw(Tok(P_0), `procedure`)    Γ ⊢ ParseIdent(Advance(P_0)) ⇓ (P_1, name)    Γ ⊢ ParseGenericParamsOpt(P_1) ⇓ (P_2, gen_params_opt)    Γ ⊢ ParseMethodSignature(P_2) ⇓ (P_3, receiver, params, ret_opt)    Γ ⊢ ParseContractClauseOpt(P_3) ⇓ (P_4, contract_opt)    Γ ⊢ ParseBlock(P_4) ⇓ (P_5, body)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ParseMethodDefAfterVis(P, vis, attrs_opt) ⇓ (P_5, ⟨MethodDecl, attrs_opt, vis, ov, name, gen_params_opt, receiver, params, ret_opt, contract_opt, body, SpanBetween(P, P_5), []⟩)","CursiveSpecification.md:13963-13966",""
"","Parse-Override-Yes","**(Parse-Override-Yes)**
IsKw(Tok(P), `override`)
────────────────────────────────────────────
Γ ⊢ ParseOverrideOpt(P) ⇓ (Advance(P), true)","CursiveSpecification.md:13968-13971",""
"","Parse-Override-No","**(Parse-Override-No)**
¬ IsKw(Tok(P), `override`)
──────────────────────────────────────────
Γ ⊢ ParseOverrideOpt(P) ⇓ (P, false)","CursiveSpecification.md:13973-13976",""
"","Parse-MethodSignature","**(Parse-MethodSignature)**
IsPunc(Tok(P), ""("")    Γ ⊢ ParseReceiver(Advance(P)) ⇓ (P_1, r)    Γ ⊢ ParseMethodParams(P_1) ⇓ (P_2, params)    IsPunc(Tok(P_2), "")"")    Γ ⊢ ParseReturnOpt(Advance(P_2)) ⇓ (P_3, ret_opt)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ParseMethodSignature(P) ⇓ (P_3, r, params, ret_opt)","CursiveSpecification.md:13978-13981",""
"","Parse-StateMethodSignature-Receiver","**(Parse-StateMethodSignature-Receiver)**
IsPunc(Tok(P), ""("")    Γ ⊢ ParseReceiver(Advance(P)) ⇓ (P_1, r)    r = ReceiverShorthand(_)    Γ ⊢ ParseMethodParams(P_1) ⇓ (P_2, params)    IsPunc(Tok(P_2), "")"")    Γ ⊢ ParseReturnOpt(Advance(P_2)) ⇓ (P_3, ret_opt)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ParseStateMethodSignature(P) ⇓ (P_3, r, params, ret_opt)","CursiveSpecification.md:13983-13986",""
"","Parse-StateMethodSignature-Default","**(Parse-StateMethodSignature-Default)**
IsPunc(Tok(P), ""("")    ¬ IsOp(Tok(Advance(P)), ""~"")    ¬ IsOp(Tok(Advance(P)), ""~!"")    ¬ IsOp(Tok(Advance(P)), ""~%"")    Γ ⊢ ParseSignature(P) ⇓ (P_1, params, ret_opt)    r = ReceiverShorthand(`const`)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ParseStateMethodSignature(P) ⇓ (P_1, r, params, ret_opt)","CursiveSpecification.md:13988-13991",""
"","Parse-MethodParams-None","**(Parse-MethodParams-None)**
IsPunc(Tok(P), "")"")
────────────────────────────────────────────
Γ ⊢ ParseMethodParams(P) ⇓ (P, [])","CursiveSpecification.md:13993-13996",""
"","Parse-MethodParams-Comma","**(Parse-MethodParams-Comma)**
IsPunc(Tok(P), "","")    Γ ⊢ ParseParamList(Advance(P)) ⇓ (P_1, params)
────────────────────────────────────────────────────────────────────────────
Γ ⊢ ParseMethodParams(P) ⇓ (P_1, params)","CursiveSpecification.md:13998-14001",""
"","Parse-Receiver-Short-Const","**(Parse-Receiver-Short-Const)**
IsOp(Tok(P), ""~"")
──────────────────────────────────────────────────────────────
Γ ⊢ ParseReceiver(P) ⇓ (Advance(P), ReceiverShorthand(`const`))","CursiveSpecification.md:14003-14006",""
"","Parse-Receiver-Short-Unique","**(Parse-Receiver-Short-Unique)**
IsOp(Tok(P), ""~!"")
──────────────────────────────────────────────────────────────
Γ ⊢ ParseReceiver(P) ⇓ (Advance(P), ReceiverShorthand(`unique`))","CursiveSpecification.md:14008-14011",""
"","Parse-Receiver-Short-Shared","**(Parse-Receiver-Short-Shared)**
IsOp(Tok(P), ""~%"")
──────────────────────────────────────────────────────────────
Γ ⊢ ParseReceiver(P) ⇓ (Advance(P), ReceiverShorthand(`shared`))","CursiveSpecification.md:14013-14016",""
"","Parse-Receiver-Explicit","**(Parse-Receiver-Explicit)**
Γ ⊢ ParseParamModeOpt(P) ⇓ (P_1, mode)    IsIdent(Tok(P_1))    Lexeme(Tok(P_1)) = `self`    IsPunc(Tok(Advance(P_1)), "":"")    Γ ⊢ ParseType(Advance(Advance(P_1))) ⇓ (P_2, ty)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ParseReceiver(P) ⇓ (P_2, ReceiverExplicit(mode, ty))","CursiveSpecification.md:14018-14021",""
"","MethodDecl","MethodDecl = ⟨attrs_opt, vis, override, name, gen_params_opt, receiver, params, return_type_opt, contract_opt, body, span, doc_opt⟩","CursiveSpecification.md:14025",""
"","Receiver","Receiver ∈ {ReceiverShorthand(perm), ReceiverExplicit(mode_opt, type)}","CursiveSpecification.md:14026",""
"","perm","perm ∈ {`const`, `unique`, `shared`}","CursiveSpecification.md:14027",""
"","mode_opt","mode_opt ∈ {`move`, ⊥}","CursiveSpecification.md:14028",""
"","Fields(R)","Fields(R) = [ f | f ∈ R.members ∧ f is FieldDecl ]","CursiveSpecification.md:14030",""
"","Methods(R)","Methods(R) = [ m | m ∈ R.members ∧ m is MethodDecl ]","CursiveSpecification.md:14031",""
"","Self_R","Self_R = TypePath(RecordPath(R))","CursiveSpecification.md:14032",""
"","SelfType(R, ty)","SelfType(R, ty) ⇔ ty = Self_R ∨ ∃ p. ty = TypePerm(p, Self_R)","CursiveSpecification.md:14034",""
"","RecvType(T, ReceiverShorthand(`const`))","RecvType(T, ReceiverShorthand(`const`)) = TypePerm(`const`, T)","CursiveSpecification.md:14036",""
"","RecvType(T, ReceiverShorthand(`unique`))","RecvType(T, ReceiverShorthand(`unique`)) = TypePerm(`unique`, T)","CursiveSpecification.md:14037",""
"","RecvType(T, ReceiverShorthand(`shared`))","RecvType(T, ReceiverShorthand(`shared`)) = TypePerm(`shared`, T)","CursiveSpecification.md:14038",""
"","RecvType(T, ReceiverExplicit(mode_opt, ty))","RecvType(T, ReceiverExplicit(mode_opt, ty)) = SubstSelf(T, ty)","CursiveSpecification.md:14039",""
"","RecvMode(ReceiverShorthand(_))","RecvMode(ReceiverShorthand(_)) = ⊥","CursiveSpecification.md:14041",""
"","RecvMode(ReceiverExplicit(mode_opt, _))","RecvMode(ReceiverExplicit(mode_opt, _)) = mode_opt","CursiveSpecification.md:14042",""
"","PermOf(TypePerm(p, _))","PermOf(TypePerm(p, _)) = p","CursiveSpecification.md:14044",""
"","PermOf(ty)","PermOf(ty) = `const`    otherwise","CursiveSpecification.md:14045",""
"","RecvPerm(T, r)","RecvPerm(T, r) = PermOf(RecvType(T, r))","CursiveSpecification.md:14046",""
"","ParamSig_T(T, params)","ParamSig_T(T, params) = [⟨mode, SubstSelf(T, ty)⟩ | ⟨mode, name, ty⟩ ∈ params]","CursiveSpecification.md:14048",""
"","ParamBinds_T(T, params)","ParamBinds_T(T, params) = [⟨x_1, SubstSelf(T, T_1)⟩, …, ⟨x_n, SubstSelf(T, T_n)⟩]","CursiveSpecification.md:14049",""
"","ReturnType_T(T, m)","ReturnType_T(T, m) = SubstSelf(T, ReturnType(m))","CursiveSpecification.md:14050",""
"","Sig_T(T, m)","Sig_T(T, m) = ⟨RecvType(T, m.receiver), ParamSig_T(T, m.params), SubstSelf(T, ReturnType(m))⟩","CursiveSpecification.md:14051",""
"","MethodParamsDecl(T, m)","MethodParamsDecl(T, m) = [⟨RecvMode(m.receiver), `self`, RecvType(T, m.receiver)⟩] ++ m.params","CursiveSpecification.md:14052",""
"","Recv-Explicit","**(Recv-Explicit)**
SelfType(R, ty)
────────────────────────────────────────────────────────────────
Γ ⊢ ReceiverExplicit(mode_opt, ty) : Recv(R, PermOf(ty), mode_opt)","CursiveSpecification.md:14056-14059",""
"","Record-Method-RecvSelf-Err","**(Record-Method-RecvSelf-Err)**
¬ SelfType(R, ty)
────────────────────────────────────────────────────────────────
Γ ⊢ ReceiverExplicit(mode_opt, ty) ⇑","CursiveSpecification.md:14061-14064",""
"","Recv-Const","**(Recv-Const)**
────────────────────────────────────────────────────────────────
Γ ⊢ ReceiverShorthand(`const`) : Recv(R, `const`, ⊥)","CursiveSpecification.md:14066-14068",""
"","Recv-Unique","**(Recv-Unique)**
────────────────────────────────────────────────────────────────
Γ ⊢ ReceiverShorthand(`unique`) : Recv(R, `unique`, ⊥)","CursiveSpecification.md:14070-14072",""
"","Recv-Shared","**(Recv-Shared)**
────────────────────────────────────────────────────────────────
Γ ⊢ ReceiverShorthand(`shared`) : Recv(R, `shared`, ⊥)","CursiveSpecification.md:14074-14076",""
"","WF-Record-Method","**(WF-Record-Method)**
params_gen = TypeParamsOpt(gen_params_opt)    params_gen = [P_1, …, P_n]    Γ ⊢ ⟨P_1; …; P_n⟩ wf    Γ_m = BindTypeParams(Γ, params_gen)    Γ_m ⊢ r : Recv(R, P, mode)    self ∉ ParamNames(params)    Distinct(ParamNames(params))    ∀ ⟨_, _, T_i⟩ ∈ params, Γ_m ⊢ T_i wf    (return_type_opt = ⊥ ∨ Γ_m ⊢ return_type_opt wf)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ⟨MethodDecl, _, _, _, name, gen_params_opt, r, params, return_type_opt, _, body, _, _⟩ : MethodOK(R, P, mode)","CursiveSpecification.md:14078-14081",""
"","T-Record-Method-Body","**(T-Record-Method-Body)**
Γ ⊢ m : MethodOK(R, P, mode)    T_self = RecvType(Self_R, m.receiver)    R_m = ReturnType_T(Self_R, m)    R_b = BodyReturnType(R_m)    Γ_0 = PushScope(Γ)    IntroAll(Γ_0, [⟨`self`, T_self⟩] ++ ParamBinds_T(Self_R, m.params)) ⇓ Γ_1    Γ_1; R_m; ⊥ ⊢ m.body : T_b    Γ ⊢ T_b <: R_b    (R_b ≠ TypePrim(""()"") ⇒ ExplicitReturn(m.body))
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ m : MethodBodyOK(R)","CursiveSpecification.md:14083-14086",""
"","WF-Record-Methods","**(WF-Record-Methods)**
Distinct(MethodNames(R))    ∀ m ∈ Methods(R), Γ ⊢ m : MethodOK(R, _, _)    Γ ⊢ m : MethodBodyOK(R)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ Methods(R) : ok","CursiveSpecification.md:14088-14091",""
"","Record-Method-Dup","**(Record-Method-Dup)**
¬ Distinct(MethodNames(R))
────────────────────────────────────────────────────────────────
Γ ⊢ Methods(R) ⇑","CursiveSpecification.md:14093-14096",""
"","ArgsOkJudg","ArgsOkJudg = {Γ; R; L ⊢ ArgsOk(params, args)}","CursiveSpecification.md:14098",""
"","RecvBaseType(base, mode)","RecvBaseType(base, mode) = P T ⇔ (mode = ⊥ ∧ Γ; R; L ⊢ RefArgExpr(base) :place P T) ∨ (mode = `move` ∧ Γ; R; L ⊢ base : P T)","CursiveSpecification.md:14100",""
"","Args-Empty","**(Args-Empty)**
──────────────────────────────────────────────
Γ; R; L ⊢ ArgsOk([], [])","CursiveSpecification.md:14102-14104",""
"","Args-Cons","**(Args-Cons)**
Γ; R; L ⊢ MovedArg(moved, e) ⇐ T_p ⊣ ∅    moved = true    Γ; R; L ⊢ ArgsOk(ps, as)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ; R; L ⊢ ArgsOk([⟨`move`, x, T_p⟩] ++ ps, [⟨moved, e, _⟩] ++ as)","CursiveSpecification.md:14106-14109",""
"","Args-Cons-Ref","**(Args-Cons-Ref)**
Γ; R; L ⊢ RefArgExpr(e) ⇐_place T_p    AddrOfOk(RefArgExpr(e))    moved = false    Γ; R; L ⊢ ArgsOk(ps, as)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ; R; L ⊢ ArgsOk([⟨⊥, x, T_p⟩] ++ ps, [⟨moved, e, _⟩] ++ as)","CursiveSpecification.md:14111-14114",""
"","RecvArgOk(base, mode)","RecvArgOk(base, mode) ⇔ (mode = ⊥ ∧ AddrOfOk(RefArgExpr(base))) ∨ (mode = `move` ∧ ∃ p. base = MoveExpr(p))","CursiveSpecification.md:14116",""
"","T-Record-MethodCall","**(T-Record-MethodCall)**
RecvBaseType(base, RecvMode(m.receiver)) = P_caller R_rec    LookupMethod(R_rec, name) = m    RecvPerm(R_rec, m.receiver) = P_method    PermAdmits(P_caller, P_method)    RecvArgOk(base, RecvMode(m.receiver))    Γ; R; L ⊢ ArgsOk(m.params, args)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ; R; L ⊢ MethodCall(base, name, args) : ReturnType(m)","CursiveSpecification.md:14118-14121",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.2 Methods and Receivers > 15.2.4 Static Semantics paragraph @14123","Class and state-method owners (§14.3 and §13.3) add receiver restrictions specific to `Self` and modal-state receivers, but reuse these common receiver and argument-passing forms.","CursiveSpecification.md:14123",""
"","RecvArgMode(base)","RecvArgMode(base) = `move` ⇔ ∃ p. base = MoveExpr(p)","CursiveSpecification.md:14127",""
"","RecvArgMode(base)","RecvArgMode(base) = ⊥ ⇔ ¬ ∃ p. base = MoveExpr(p)","CursiveSpecification.md:14128",""
"","MethodOf(base, name)","MethodOf(base, name) = md ⇔ StripPerm(ExprType(base)) = TypeModalState(modal_ref, S) ∧ ModalDeclOf(modal_ref) = M ∧ LookupStateMethod(M, S, name) = md","CursiveSpecification.md:14129",""
"","MethodOf(base, name)","MethodOf(base, name) = tr ⇔ StripPerm(ExprType(base)) = TypeModalState(modal_ref, S) ∧ ModalDeclOf(modal_ref) = M ∧ LookupTransition(M, S, name) = tr","CursiveSpecification.md:14130",""
"","MethodOf(base, name)","MethodOf(base, name) = m ⇔ LookupMethod(StripPerm(ExprType(base)), name) = m","CursiveSpecification.md:14131",""
"","RecvBase(base, name)","RecvBase(base, name) = T ⇔ MethodOf(base, name) = m ∧ T = StripPerm(ExprType(base))","CursiveSpecification.md:14132",""
"","RecvParams(base, name)","RecvParams(base, name) = StateMethodParams(M, S, md) ⇔ StripPerm(ExprType(base)) = TypeModalState(modal_ref, S) ∧ ModalDeclOf(modal_ref) = M ∧ LookupStateMethod(M, S, name) = md","CursiveSpecification.md:14134",""
"","RecvParams(base, name)","RecvParams(base, name) = TransitionParams(M, S, tr) ⇔ StripPerm(ExprType(base)) = TypeModalState(modal_ref, S) ∧ ModalDeclOf(modal_ref) = M ∧ LookupTransition(M, S, name) = tr","CursiveSpecification.md:14135",""
"","RecvParams(base, name)","RecvParams(base, name) = [⟨RecvMode(m.receiver), `self`, RecvType(T, m.receiver)⟩] ++ m.params ⇔ LookupMethod(StripPerm(ExprType(base)), name) = m ∧ T = StripPerm(ExprType(base))","CursiveSpecification.md:14136",""
"","EvalRecvSigma-Move","**(EvalRecvSigma-Move)**
mode = `move`    Γ ⊢ EvalSigma(base, σ) ⇓ (Val(v_self), σ_1)
────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EvalRecvSigma(base, mode, σ) ⇓ (Val(⟨v_self, v_self⟩), σ_1)","CursiveSpecification.md:14138-14141",""
"","EvalRecvSigma-Ref-Dyn","**(EvalRecvSigma-Ref-Dyn)**
mode = ⊥    Γ ⊢ AddrOfSigma(RefArgExpr(base), σ) ⇓ (Val(addr), σ_1)    ReadAddr(σ_1, addr) = Dyn(Cl, RawPtr(`imm`, addr_d), T)    DynAddrState(σ_1, addr_d) = `Valid`
─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EvalRecvSigma(base, mode, σ) ⇓ (Val(⟨Dyn(Cl, RawPtr(`imm`, addr_d), T), Alias(addr_d)⟩), σ_1)","CursiveSpecification.md:14143-14146",""
"","EvalRecvSigma-Ref-Dyn-Expired","**(EvalRecvSigma-Ref-Dyn-Expired)**
mode = ⊥    Γ ⊢ AddrOfSigma(RefArgExpr(base), σ) ⇓ (Val(addr), σ_1)    ReadAddr(σ_1, addr) = Dyn(Cl, RawPtr(`imm`, addr_d), T)    DynAddrState(σ_1, addr_d) = `Expired`
─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EvalRecvSigma(base, mode, σ) ⇓ (Ctrl(Panic), σ_1)","CursiveSpecification.md:14148-14151",""
"","EvalRecvSigma-Ref","**(EvalRecvSigma-Ref)**
mode = ⊥    Γ ⊢ AddrOfSigma(RefArgExpr(base), σ) ⇓ (Val(addr), σ_1)    ReadAddr(σ_1, addr) = v_self    ¬ (∃ Cl, addr_d, T. v_self = Dyn(Cl, RawPtr(`imm`, addr_d), T))
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EvalRecvSigma(base, mode, σ) ⇓ (Val(⟨v_self, Alias(addr)⟩), σ_1)","CursiveSpecification.md:14153-14156",""
"","EvalRecvSigma-Ctrl-Move","**(EvalRecvSigma-Ctrl-Move)**
mode = `move`    Γ ⊢ EvalSigma(base, σ) ⇓ (Ctrl(κ), σ_1)
──────────────────────────────────────────────────────────────────────────────
Γ ⊢ EvalRecvSigma(base, mode, σ) ⇓ (Ctrl(κ), σ_1)","CursiveSpecification.md:14158-14161",""
"","EvalRecvSigma-Ctrl-Ref","**(EvalRecvSigma-Ctrl-Ref)**
mode = ⊥    Γ ⊢ AddrOfSigma(RefArgExpr(base), σ) ⇓ (Ctrl(κ), σ_1)
──────────────────────────────────────────────────────────────────────────────
Γ ⊢ EvalRecvSigma(base, mode, σ) ⇓ (Ctrl(κ), σ_1)","CursiveSpecification.md:14163-14166",""
"","BindParams(m, v_self, vecv)","BindParams(m, v_self, vecv) = {`self` ↦ v_self} ∪ { x_i ↦ v_i | m.params = [⟨_, x_i, _⟩], vecv = [v_i] }","CursiveSpecification.md:14168",""
"","ApplyMethodSigma-Prim","**(ApplyMethodSigma-Prim)**
m = MethodTarget(v_self, name)    MethodOwner(m) = owner    MethodName(m) = name    Γ ⊢ PrimCall(owner, name, v_self, vec_v) ⇓ out
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ApplyMethodSigma(base, name, v_self, v_arg, vec_v, σ) ⇓ (out, σ)","CursiveSpecification.md:14170-14173",""
"","ApplyMethodSigma","**(ApplyMethodSigma)**
m = MethodTarget(v_self, name)    ¬IsTransition(m)    BindParams(RecvParams(base, name), [v_arg] ++ vec_v) = binds    BlockEnter(σ, binds) ⇓ (σ_1, scope)    Γ ⊢ EvalBlockBodySigma(m.body, σ_1) ⇓ (out, σ_2)    BlockExit(σ_2, scope, out) ⇓ (out', σ_3)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ApplyMethodSigma(base, name, v_self, v_arg, vec_v, σ) ⇓ (ReturnOut(out'), σ_3)","CursiveSpecification.md:14175-14178",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.2 Methods and Receivers > 15.2.6 Lowering paragraph @14182","Methods lower as procedures whose first lowered parameter is the receiver.","CursiveSpecification.md:14182",""
"","Mangle-Record-Method","**(Mangle-Record-Method)**
item = MethodDecl(attrs_opt, vis, override, name, gen_params_opt, receiver, params, ret_opt, contract_opt, body, span, doc_opt)
──────────────────────────────────────────────────────────────────────────────
Γ ⊢ Mangle(item) ⇓ ScopedSym(item)","CursiveSpecification.md:14184-14187",""
"","Mangle-Class-Method","**(Mangle-Class-Method)**
item = ClassMethodDecl(attrs_opt, vis, name, gen_params_opt, receiver, params, ret_opt, contract_opt, body_opt, span, doc_opt)
──────────────────────────────────────────────────────────────────────────────
Γ ⊢ Mangle(item) ⇓ ScopedSym(item)","CursiveSpecification.md:14189-14192",""
"","Mangle-State-Method","**(Mangle-State-Method)**
item = StateMethodDecl(attrs_opt, vis, name, gen_params_opt, recv, params, ret_opt, contract_opt, body, span, doc_opt)
──────────────────────────────────────────────────────────────────────────────
Γ ⊢ Mangle(item) ⇓ ScopedSym(item)","CursiveSpecification.md:14194-14197",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.2 Methods and Receivers > 15.2.7 Diagnostics paragraph @14201","Diagnostics are defined for explicit receivers whose type is not `Self` or a permission-qualified `Self`, duplicate method names, receiver-permission mismatches at call sites, invalid receiver passing mode, and direct user calls to the destructor protocol.","CursiveSpecification.md:14201",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.1 Syntax paragraph @14207","No additional surface syntax is introduced beyond ordinary procedure and method declarations.","CursiveSpecification.md:14207",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.2 Parsing paragraph @14211","Overload resolution is not a parser concern in this chapter.","CursiveSpecification.md:14211",""
"","ClassDefaults(T, name)","ClassDefaults(T, name) = { m | ∃ Cl ∈ Implements(T). m ∈ ClassMethodTable(Cl) ∧ m.name = name ∧ m.body ≠ ⊥ }","CursiveSpecification.md:14215",""
"","LookupMethod(T, name)","LookupMethod(T, name) = m ⇔ MethodByName(T, name) = m","CursiveSpecification.md:14216",""
"","LookupMethod(T, name)","LookupMethod(T, name) = m ⇔ MethodByName(T, name) = ⊥ ∧ |ClassDefaults(T, name)| = 1 ∧ m ∈ ClassDefaults(T, name)","CursiveSpecification.md:14217",""
"","LookupMethod(T, name)","LookupMethod(T, name) = ⊥ ⇔ MethodByName(T, name) = ⊥ ∧ (|ClassDefaults(T, name)| = 0 ∨ |ClassDefaults(T, name)| > 1)","CursiveSpecification.md:14218",""
"","LookupMethod-NotFound","**(LookupMethod-NotFound)**
Γ; R; L ⊢ base : T_b    MethodByName(StripPerm(T_b), name) = ⊥    ClassDefaults(StripPerm(T_b), name) = ∅
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ; R; L ⊢ MethodCall(base, name, args) ⇑","CursiveSpecification.md:14222-14225",""
"","LookupMethod-Ambig","**(LookupMethod-Ambig)**
Γ; R; L ⊢ base : T_b    MethodByName(StripPerm(T_b), name) = ⊥    |ClassDefaults(StripPerm(T_b), name)| > 1
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ; R; L ⊢ MethodCall(base, name, args) ⇑","CursiveSpecification.md:14227-14230",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics paragraph @14232","Free-procedure overload resolution is complete before ordinary `Call` typing.","CursiveSpecification.md:14232",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics paragraph @14234","For a free call whose callee names an overload set `O`:","CursiveSpecification.md:14234",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 1","1. Candidate selection: retain procedures in `O` whose parameter count equals the argument count.","CursiveSpecification.md:14236",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 2","2. Type filtering: eliminate candidates for which any argument is incompatible with the corresponding parameter under the call-argument compatibility rules of §16.3.4.","CursiveSpecification.md:14237",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 3","3. Exact-match preference: if multiple candidates remain, retain those with the maximal number of exact argument-type matches.","CursiveSpecification.md:14238",""
