row_id,task_id,responsibility,shared_work_surface,status,rule name,spec location,compiler location,rule content
3984,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Cursive Language Specification > 7. Name Resolution and Visibility > 7.8 Name Resolution and Reserved Name Diagnostics paragraph @5633,CursiveSpecification.md:5633,,"This section owns name-resolution, shadowing, visibility, and reserved-name diagnostics."
3992,TASK-029,Phase 3 - Resolve and Typecheck,compiler/00_core + compiler/04_analysis,incorrect,`E-MOD-1302`,CursiveSpecification.md:5644,/mnt/c/dev/cursive/cursive/src/00_core/diagnostic_messages_table.inc:120; /mnt/c/dev/cursive/cursive/src/04_analysis/resolve/resolve_module.cpp:124; /mnt/c/dev/cursive/cursive/src/04_analysis/resolve/scopes_intro.cpp:84; /mnt/c/dev/cursive/cursive/src/04_analysis/resolve/collect_toplevel.cpp:739,Code=`E-MOD-1302` | Severity=Error | Detection=Compile-time | Condition=Duplicate declaration in module scope
4001,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,"MembersEq([T_1, …, T_n], [U_1, …, U_n])",CursiveSpecification.md:5671,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:336; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_refs.cpp:1027; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_refs.cpp:1115,"MembersEq([T_1, …, T_n], [U_1, …, U_n]) ⇔ ∃ U'. Permutation(U', [U_1, …, U_n]) ∧ ∀ i. 0 ≤ i < n ⇒ Γ ⊢ T_i ≡ U'[i]"
4009,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,T-Equiv-Union,CursiveSpecification.md:5708-5711,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:331; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_refs.cpp:1115,"**(T-Equiv-Union)**
T = TypeUnion([T_1, …, T_n])    U = TypeUnion([U_1, …, U_n])    MembersEq([T_1, …, T_n], [U_1, …, U_n])
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T ≡ U"
4023,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,T-Equiv-Apply,CursiveSpecification.md:5778-5781,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:349; /mnt/c/dev/cursive/cursive/include/04_analysis/typing/types.h:150,"**(T-Equiv-Apply)**
T = TypeApply(path, [T_1, …, T_n])    U = TypeApply(path, [U_1, …, U_n])    ∀ i, Γ ⊢ T_i ≡ U_i
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T ≡ U"
4024,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,T-Equiv-Opaque,CursiveSpecification.md:5783-5786,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:470,"**(T-Equiv-Opaque)**
T = TypeOpaque(path)    U = TypeOpaque(path)
──────────────────────────────────────────────────────────────────────────────
Γ ⊢ T ≡ U"
4025,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,T-Equiv-Refine,CursiveSpecification.md:5788-5791,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:177; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:480,"**(T-Equiv-Refine)**
T = TypeRefine(T_0, P_1)    U = TypeRefine(U_0, P_2)    Γ ⊢ T_0 ≡ U_0    PredicateEquiv(P_1, P_2)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T ≡ U"
4026,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,"PredicateEquiv(P_1, P_2)",CursiveSpecification.md:5793,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:177,"PredicateEquiv(P_1, P_2) ⇔ ∀ σ. (Eval(P_1, σ) = true ⇔ Eval(P_2, σ) = true)"
4033,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 8. Type System Core > 8.2 Subtyping paragraph @5822,CursiveSpecification.md:5822,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:845,"Permission admissibility is defined by Chapter 10. This chapter defines only type subtyping. For permission-qualified types, general subtyping requires permission equality."
4034,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Perm,CursiveSpecification.md:5824-5827,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:845,"**(Sub-Perm)**
T = TypePerm(p, T_0)    U = TypePerm(q, U_0)    p = q    Γ ⊢ T_0 <: U_0
────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T <: U"
4037,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Array,CursiveSpecification.md:5839-5842,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:915,"**(Sub-Array)**
T = TypeArray(T_0, e_0)    U = TypeArray(U_0, e_1)    Γ ⊢ ConstLen(e_0) ⇓ n    Γ ⊢ ConstLen(e_1) ⇓ n    Γ ⊢ T_0 ≡ U_0
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T <: U"
4038,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Slice,CursiveSpecification.md:5844-5847,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:925,"**(Sub-Slice)**
T = TypeSlice(T_0)    U = TypeSlice(U_0)    Γ ⊢ T_0 ≡ U_0
────────────────────────────────────────────────────────────────
Γ ⊢ T <: U"
4054,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,VarianceOf : TypePath × ℕ → Variance,CursiveSpecification.md:5918,/mnt/c/dev/cursive/cursive/include/04_analysis/typing/variance.h:29,VarianceOf : TypePath × ℕ → Variance
4055,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,"VarianceOf(path, i)",CursiveSpecification.md:5919,/mnt/c/dev/cursive/cursive/include/04_analysis/typing/variance.h:29; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/variance.cpp:121,"VarianceOf(path, i) = v ⇔ GenericDecl(path) = ⟨params, _⟩ ∧ params[i].variance = v"
4057,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Generic,CursiveSpecification.md:5927-5930,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:690; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:702; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/variance.cpp:121,"**(Sub-Generic)**
T = TypeApply(path, [T_1, …, T_n])    U = TypeApply(path, [U_1, …, U_n])    ∀ i, VarianceSatisfied(VarianceOf(path, i), T_i, U_i)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T <: U"
4058,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Generic-Invariant-Err,CursiveSpecification.md:5932-5935,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:733; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:739,"**(Sub-Generic-Invariant-Err)**
T = TypeApply(path, [T_1, …, T_n])    U = TypeApply(path, [U_1, …, U_n])    ∃ i, VarianceOf(path, i) = `=` ∧ ¬(Γ ⊢ T_i ≡ U_i)    c = Code(E-TYP-1520)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T <: U ⇑ c"
4059,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Generic-Covariant-Err,CursiveSpecification.md:5937-5940,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:710; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:717,"**(Sub-Generic-Covariant-Err)**
T = TypeApply(path, [T_1, …, T_n])    U = TypeApply(path, [U_1, …, U_n])    ∃ i, VarianceOf(path, i) = `+` ∧ ¬(Γ ⊢ T_i <: U_i)    c = Code(E-TYP-1521)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T <: U ⇑ c"
4060,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Generic-Contravariant-Err,CursiveSpecification.md:5942-5945,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:722; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:728,"**(Sub-Generic-Contravariant-Err)**
T = TypeApply(path, [T_1, …, T_n])    U = TypeApply(path, [U_1, …, U_n])    ∃ i, VarianceOf(path, i) = `-` ∧ ¬(Γ ⊢ U_i <: T_i)    c = Code(E-TYP-1521)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ T <: U ⇑ c"
4062,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Sub-Trans,CursiveSpecification.md:5952-5955,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:983-994; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:1129-1131; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_equiv.cpp:443-452,"**(Sub-Trans)**
Γ ⊢ T <: U    Γ ⊢ U <: V
──────────────────────────────────────────────
Γ ⊢ T <: V"
4064,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Constraint,CursiveSpecification.md:5961,/mnt/c/dev/cursive/cursive/include/04_analysis/typing/type_infer.h:26,Constraint = Type × Type
4065,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,ConstraintSet,CursiveSpecification.md:5962,/mnt/c/dev/cursive/cursive/include/04_analysis/typing/type_infer.h:32,ConstraintSet = ℘(Constraint)
4066,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Cursive Language Specification > 8. Type System Core > 8.3 Type Inference paragraph @5964,CursiveSpecification.md:5964,"/mnt/c/dev/cursive/cursive/include/04_analysis/typing/type_infer.h:26; Constraint carries extra field `requires_subtyping`, so the shared domain is not equality-only. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1673; Solve has a dedicated subtyping-constraint path rather than only equality unification","Constraint generation is feature-local. This chapter defines only the shared equality-constraint domain, substitution machinery, and solver consumed by those rules. Rules that generate no additional equalities yield `∅`."
4068,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,TVars(T),CursiveSpecification.md:5967,,TVars(T) = set of type variables occurring in T
4074,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,UnifyState,CursiveSpecification.md:5987,,"UnifyState = {UnifyStart(C), UnifyStep(C, θ), UnifyDone(θ), UnifyFail}"
4105,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Unify-Rigid-Fail,CursiveSpecification.md:6139-6149,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:826; TypePathType values recurse into generic arguments instead of rigidly failing. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:841; TypeModalState values recurse into generic arguments. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:958; unions recurse memberwise after sorting instead of taking the rigid-fail step.,"**(Unify-Rigid-Fail)**
((T = TypeUnion(_) ∧ U = TypeUnion(_)) ∨
 (T = TypePath(_) ∧ U = TypePath(_)) ∨
 (T = TypeString(_) ∧ U = TypeString(_)) ∨
 (T = TypeBytes(_) ∧ U = TypeBytes(_)) ∨
 (T = TypeDynamic(_) ∧ U = TypeDynamic(_)) ∨
 (T = TypeOpaque(_) ∧ U = TypeOpaque(_)) ∨
 (T = TypeModalState(_, _) ∧ U = TypeModalState(_, _)) ∨
 (T = TypeRangeFull ∧ U = TypeRangeFull))    T ≠ U
────────────────────────────────────────────────────────────────────────────────────────────────
⟨UnifyStep({(T, U)} ∪ C, θ)⟩ → ⟨UnifyFail⟩"
4107,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Unify-Ok,CursiveSpecification.md:6156-6159,"/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1658; the compiler has no standalone `Unify(C)` judgment/result. Equality unification is folded into `Solve`, which also handles non-spec subtyping constraints via `requires_subtyping`.","**(Unify-Ok)**
⟨UnifyStart(C)⟩ →* ⟨UnifyDone(θ)⟩
─────────────────────────────────────
Γ ⊢ Unify(C) ⇓ θ"
4108,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Unify-Err,CursiveSpecification.md:6161-6164,"/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1703; failure is only observable through `Solve`, not a standalone `Unify` judgment. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1705; failures collapse to generic diagnostics like `Syn-Call-Err`, not a dedicated `Code(Unify-Fail)`.","**(Unify-Err)**
⟨UnifyStart(C)⟩ →* ⟨UnifyFail⟩    c = Code(Unify-Fail)
────────────────────────────────────────────────────────
Γ ⊢ Unify(C) ⇑ c"
4109,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Solve-Unify,CursiveSpecification.md:6166-6169,/mnt/c/dev/cursive/cursive/include/04_analysis/typing/type_infer.h:29; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1673; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1702,"**(Solve-Unify)**
Γ ⊢ Unify(C) ⇓ θ
───────────────────────
Γ ⊢ Solve(C) ⇓ θ"
4110,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Solve-Fail,CursiveSpecification.md:6171-6174,/mnt/c/dev/cursive/cursive/include/04_analysis/typing/type_infer.h:29; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1673; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1702,"**(Solve-Fail)**
Γ ⊢ Unify(C) ⇑ c
─────────────────────────
Γ ⊢ Solve(C) ⇑ c"
4118,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Chk-Subsumption,CursiveSpecification.md:6210-6213,/mnt/c/dev/cursive/cursive/include/04_analysis/typing/type_infer.h:13; `CheckResult` does not carry the rule’s constraint output `C`. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1525; checking re-synthesizes `e` and then accepts several extra coercion and aggregate-materialization paths before the final subsumption check at /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1600,"**(Chk-Subsumption)**
Γ; R; L ⊢ e ⇒ S ⊣ C    Γ ⊢ S <: T
────────────────────────────────────────────────────────────────
Γ; R; L ⊢ e ⇐ T ⊣ C"
4120,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,PtrNullExpected(T),CursiveSpecification.md:6220,"/mnt/c/dev/cursive/cursive/src/04_analysis/typing/expr/null_ptr.cpp:72; the implementation strips both `TypePerm` and `TypeRefine` wrappers before checking for `TypePtr`, so the predicate is strictly broader than the spec definition.","PtrNullExpected(T) ⇔ T = TypePtr(U, s) ∧ s ∈ {`Null`, ⊥}"
4122,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Chk-PtrNull-Err,CursiveSpecification.md:6227-6230,"/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1331; checking errors only when the implementation’s broadened `PtrNullExpected` fails. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/expr/null_ptr.cpp:112; because `PtrNullExpected` unwraps permission/refinement layers, some types outside the spec predicate are accepted instead of producing the required error.","**(Chk-PtrNull-Err)**
¬ PtrNullExpected(T)    c = Code(PtrNull-Infer-Err)
────────────────────────────────────────────────────────────────
Γ; R; L ⊢ PtrNullExpr ⇐ T ⊣ C ⇑ c"
4123,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Cursive Language Specification > 8. Type System Core > 8.3 Type Inference paragraph @6232,CursiveSpecification.md:6232,,"Feature-local synthesis and checking rules are owned by the corresponding feature chapters. This chapter owns the shared unification, substitution, and judgment framework those rules consume."
4124,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Cursive Language Specification > 8. Type System Core > 8.4 Metatheoretic Properties paragraph @6236,CursiveSpecification.md:6236,,This subsection states the key metatheoretic properties that the Cursive type system is designed to satisfy. Formal proofs are deferred to supplementary materials.
4125,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Progress,CursiveSpecification.md:6238-6242,/mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:95; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:102; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:103; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/typecheck.cpp:515,"**(Progress)**
If Γ ⊢ e : T and `e` is not a value, then either:
1. `e` can take a step.
2. `e` is blocked on an external operation.
3. `e` panics."
4126,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Preservation,CursiveSpecification.md:6244-6245,/mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:95; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:104; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:105; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/typecheck.cpp:515,"**(Preservation)**
If Γ ⊢ e : T and `e → e'`, then Γ ⊢ e' : T."
4129,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,No-Dangling-Pointers,CursiveSpecification.md:6253-6254,/mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:95; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:110; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:111; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/typecheck.cpp:515; /mnt/c/dev/cursive/cursive/src/04_analysis/provenance/prov_stmt.cpp:699; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/stmt/return_stmt.cpp:205; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/stmt/return_stmt.cpp:219,"**(No-Dangling-Pointers)**
A pointer `Ptr<T>@Valid` always references valid storage. A pointer with provenance `π` cannot escape to storage with longer lifetime `π'` where `π < π'`."
4130,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Exclusivity-Invariant,CursiveSpecification.md:6256-6257,/mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:95; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:114; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/typecheck.cpp:515; /mnt/c/dev/cursive/cursive/src/04_analysis/memory/borrow_bind.cpp:1311; /mnt/c/dev/cursive/cursive/src/04_analysis/memory/borrow_bind.cpp:1362; /mnt/c/dev/cursive/cursive/src/04_analysis/memory/borrow_bind.cpp:1545,"**(Exclusivity-Invariant)**
If a binding `x` has permission `unique` and is in state `Active`, then no other live path exists to the same storage location."
4131,TASK-027,Phase 3 - Resolve and Typecheck,compiler/04_analysis,incorrect,Permission-Preservation,CursiveSpecification.md:6259-6260,cursive/src/04_analysis/memory/borrow_bind.cpp:1530-1551; cursive/src/04_analysis/memory/borrow_bind.cpp:2999-3002; cursive/src/04_analysis/memory/borrow_bind.cpp:3045-3047; cursive/src/04_analysis/memory/borrow_bind.cpp:3088-3090,"**(Permission-Preservation)**
Permissions are preserved as permission regimes. Admissibility at a use site MUST NOT create a weaker alias or convert a `unique` binding into `shared` or `const`."
4134,TASK-036,Phase 3 - Resolve and Typecheck,compiler/04_analysis + runtime/src/concurrency,incorrect,Data-Race-Freedom,CursiveSpecification.md:6268-6269,/mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:95; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:118; /mnt/c/dev/cursive/cursive/src/04_analysis/conformance/conformance.cpp:119; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/typecheck.cpp:515; /mnt/c/dev/cursive/cursive/src/04_analysis/memory/borrow_bind.cpp:1362; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/stmt/assign_stmt.cpp:287; /mnt/c/dev/cursive/cursive/runtime/src/concurrency/key.c:579,"**(Data-Race-Freedom)**
Concurrent accesses to `shared` data are serialized through the key system."
4138,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Cursive Language Specification > 8. Type System Core > 8.5 Core Type Diagnostics paragraph @6282,CursiveSpecification.md:6282,,This section owns core type-inference and alias-cycle diagnostics that are not specific to a single feature chapter.
4140,TASK-029,Phase 3 - Resolve and Typecheck,compiler/00_core + compiler/04_analysis,incorrect,`E-TYP-1520`,CursiveSpecification.md:6287,"/mnt/c/dev/cursive/cursive/src/00_core/diagnostic_messages_table.inc:269; registry/message definition. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:739; the compiler emits `E-TYP-1520` only for invariant generic-argument mismatch, not for the broader class of variance violations described by the spec condition.",Code=`E-TYP-1520` | Severity=Error | Detection=Compile-time | Condition=Variance violation in generic type instantiation
4141,TASK-029,Phase 3 - Resolve and Typecheck,compiler/00_core + compiler/04_analysis,incorrect,`E-TYP-1521`,CursiveSpecification.md:6288,"/mnt/c/dev/cursive/cursive/src/00_core/diagnostic_messages_table.inc:270; registry/message definition. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:717; the compiler emits `E-TYP-1521` for covariant violations, and at /mnt/c/dev/cursive/cursive/src/04_analysis/typing/subtyping.cpp:728 for contravariant violations, rather than reserving it for invariant exact-match failures.",Code=`E-TYP-1521` | Severity=Error | Detection=Compile-time | Condition=Invariant type parameter requires exact type match
4142,TASK-029,Phase 3 - Resolve and Typecheck,compiler/00_core + compiler/04_analysis,incorrect,`E-TYP-1530`,CursiveSpecification.md:6289,"/mnt/c/dev/cursive/cursive/src/00_core/diagnostic_messages_table.inc:271; registry/message definition. /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1157 and /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_infer.cpp:1165 use it for null/ptr-null inference failure, but /mnt/c/dev/cursive/cursive/src/04_analysis/typing/if_case_check.cpp:1093 and /mnt/c/dev/cursive/cursive/src/04_analysis/typing/if_case_check.cpp:1310 also use it as a generic fallback for missing guard/body diagnostics, which is broader than the stated condition.",Code=`E-TYP-1530` | Severity=Error | Detection=Compile-time | Condition=Type inference failed; unable to determine type
4144,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Vendor-defined attributes in `R_vendor` MUST use scoped prefixes of the form `vendor::name` or `com::vendor::name`.,CursiveSpecification.md:6560,,Vendor-defined attributes in `R_vendor` MUST use scoped prefixes of the form `vendor::name` or `com::vendor::name`.
4148,TASK-028,Phase 3 - Resolve and Typecheck,unmapped/no-compiler-location,missing,Cursive Language Specification > 9. Attributes and Metadata > 9.2 Vendor Attributes > 9.2.7 Diagnostics paragraph @6580,CursiveSpecification.md:6580,,Unknown attribute-name rejection is owned by §9.1.7.
4149,TASK-030,Phase 3 - Resolve and Typecheck,compiler/04_analysis + compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics paragraph @6603,CursiveSpecification.md:6603,"/mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:517; `[[layout(C)]]` is accepted syntactically. /mnt/c/dev/cursive/cursive/include/05_codegen/layout/layout.h:30; `RecordLayoutOptions` has no `C`/ABI mode. /mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_dispatch.cpp:400; record layout option resolution ignores `C`, so lowering does not select a target C-ABI layout path.",**`[[layout(C)]]`.** Specifies C-compatible memory layout.
4150,TASK-032,Phase 3 - Resolve and Typecheck,compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics paragraph @6605,CursiveSpecification.md:6605,"/mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_dispatch.cpp:400; record layout options only carry `packed` and `min_align`, not `C` ABI mode. /mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_records.cpp:68; record layout is always computed by the generic sequential layout algorithm, so the `[[layout(C)]]` record block is only partially realized.",For `record` declarations:
4152,TASK-032,Phase 3 - Resolve and Typecheck,compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics requirement 2,CursiveSpecification.md:6607,"/mnt/c/dev/cursive/cursive/include/05_codegen/layout/layout.h:30; there is no record-layout option or dispatcher state for target C ABI selection. /mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_records.cpp:91; padding is computed from the compiler's generic field alignments via `AlignUp`, not from a target C-ABI-specific record layout algorithm.",2. Padding MUST be inserted only as required by the target platform's C ABI.
4154,TASK-032,Phase 3 - Resolve and Typecheck,compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics paragraph @6610,CursiveSpecification.md:6610,"/mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_dispatch.cpp:437; enum layout option resolution only tracks explicit discriminant type and minimum alignment. /mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_aggregates.cpp:255; enum lowering always uses the compiler's generic tagged layout path, so the full `[[layout(C)]]` enum block is not implemented as specified.",For `enum` declarations:
4157,TASK-032,Phase 3 - Resolve and Typecheck,compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics requirement 3,CursiveSpecification.md:6613,"/mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_aggregates.cpp:255; enum layout is always lowered as `size = AlignUp(tag_size + max_payload_size, align)` with `align = max(tag_align, payload_align)`. /mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_dispatch.cpp:437; no `layout(C)`-specific tagged-union ABI path exists.",3. Layout MUST conform to a tagged union per the target C ABI.
4160,TASK-032,Phase 3 - Resolve and Typecheck,compiler/05_codegen,incorrect,Cursive Language Specification > 9. Attributes and Metadata > 9.3 Layout Attributes > 9.3.4 Static Semantics requirement 2,CursiveSpecification.md:6617,/mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_aggregates.cpp:176; representability is checked only against a positive `max_disc` bound for the chosen integer type. /mnt/c/dev/cursive/cursive/src/05_codegen/layout/layout_aggregates.cpp:205; negative signed discriminant representability is not checked against the type's lower bound.,2. Each variant's discriminant value MUST be representable in that type.
